,text,category,Unnamed: 0,ln
2532,Very informative..As a part of this generation you always stand ahead of the curve by doing new things and seeing the world from different point of view..Good that you started speaking about the things happening in the society and educating people on that..I hope this will reach many people and bring change in people’s mind. That will bring a smile on your face😊..Keep rocking✌🏻,Non-anti-LGBT+ content,,
1469,Stop using trans as an insult please,Non-anti-LGBT+ content,,
154,Catherine.. where are they from....tirukoilur..,Non-anti-LGBT+ content,,
695,That affection….; Prof. not worth describing; Transgender people; Dignified people who are able to think and act as a man and a woman at the same time.; ; Don't dance in the middle of the road for that boy...; That mind is there... it's a white mind pro which has been washed away by tears,Non-anti-LGBT+ content,,
954,Give equilism to all human being. 🙂                        ,Non-anti-LGBT+ content,,
1227,Semaa story .lalif role is  awesome sema,Non-anti-LGBT+ content,,
609,v v It's strange when we see all this that we should all rule the village..,Non-anti-LGBT+ content,,
777,Ur videos are wonderful... Pls can u make a video about illuminatis                        ,Non-anti-LGBT+ content,,
499,"Wow, excellent movie i've cried a lot through this movie",Non-anti-LGBT+ content,,
378,"Briliant movie, loved it a had tears in my eyes, Shows how religion can get in the way of true love, but all turned out in the end                        ",Non-anti-LGBT+ content,,
1613,"Support such movies!! Write about it everywhere, add review in google, let whole Tamil audiences across the globe, watch and understand this!",Non-anti-LGBT+ content,,
265,"I am not saying that only if you know agriculture, but if you are interested in doing a job and want to be involved in it (in agriculture) are welcome, thanks folded_hands",Non-anti-LGBT+ content,265.0,tam_eng
769,Talented girl but she is wrong motivated to youth,Non-anti-LGBT+ content,,
2528,Y birds fly in v shape,Non-anti-LGBT+ content,,
1452,I'm totally confused can you please help me to come out from this feel,Non-anti-LGBT+ content,,
1259,"Whenever we study in school, we don't hear about lesbian gays in our India, when we go to college, gays are attacked by people abroad, when News Pathe 2018 ends, this type of government is more prevalent in Tamil Nadu. This is unnatural. I've been a drunkard for five years and I've been scolded and scolded for five years. I feel jealous when I see lesbians. Why am I only attracted to my amphibious winking_face_with_tongue",Non-anti-LGBT+ content,,
1154,0:11 Has he acted in any movies?,Non-anti-LGBT+ content,,
12,Nothing every one can take their own Decision when there is no harm to others,Non-anti-LGBT+ content,,
559,Can't it be done by all those people who use hammers?,Non-anti-LGBT+ content,,
135,Sivashankar Sivashankar,Non-anti-LGBT+ content,135.0,tam_eng
732,All transgenders are good people,Non-anti-LGBT+ content,,
1510,Kaviya see u dnt need to understand ....You have ur world where u   have difffrent feelings which cant be understood by LGBT ...The same like u ...Just acccept it like everything is love,Non-anti-LGBT+ content,,
2071,Blue Lilly u can even consider me as an atheist... so plzzz don't talk religiously or religiously...,Non-anti-LGBT+ content,,
1533,"Because she has changed gender from he. Still in trans state. Unless they are born female, they will always be called transgender.",Non-anti-LGBT+ content,,
5,Plz upload part 2 soon,Non-anti-LGBT+ content,,
486,"I liked it before watching it, my friend",Non-anti-LGBT+ content,487.0,tam_eng
1568,akka really you are great...,Non-anti-LGBT+ content,,
469,Is this headline news for you?,Non-anti-LGBT+ content,470.0,tam_eng
535,bro please Tell about G.D Naidu life and invention history I want to hear,Non-anti-LGBT+ content,,
205,"A thousand greetings, your family deity will protect them forever.",Non-anti-LGBT+ content,205.0,tam_eng
205,Like gay.. But everybody wNt like to body.. Why? Please first understand a person feeling after you love with him.. Please don't like body and penis.. 💕love you all,Non-anti-LGBT+ content,,
2310,She is so beautiful and cute,Non-anti-LGBT+ content,,
735,Vera lvlyaaa....So many goosebumps moments in this video...Hats off to your work....Soon You will be the top prank channel in tamil...Advance congrats🙌🙌,Non-anti-LGBT+ content,,
2903,"Interviewer very worse communication, you are portraying it to themselves like this is something wrong. And don't say you are supporting, and it's not all about sex.",Non-anti-LGBT+ content,,
26,She is beautiful 😍 sema fun with ashiq                        ,Non-anti-LGBT+ content,,
1222,Really she is nice person,Non-anti-LGBT+ content,,
64,Why is the mouth like this clown_face,Non-anti-LGBT+ content,,
1866,"Brah, bring sex education in schools &  you can talk about this lgbt stuffs,  cmon everything is taboo in India!!!",Non-anti-LGBT+ content,,
743,"Abdur Rahman, you are talking like this..they are sinful human beings.don't blame a few people..everyone in this world is disabled.there are wrongdoers everywhere..",Non-anti-LGBT+ content,,
323,"Leader, you are on a different level. I pray to the almighty God that my sister will be fine for 100 years. I am waiting for part 2 for that sister. folded_hands folded_hands folded_hands",Non-anti-LGBT+ content,324.0,tam_eng
980,4 arivu athiham bro... Arivey illathavan kudutha theerputhan ithu                        ,Non-anti-LGBT+ content,,
787,"She heard your story, there is a custom for marriage.",Non-anti-LGBT+ content,,
2345,"If we do not understand what someone is doing or it is beyond our imagination, we cannot immediately say that what they are doing is wrong or that they are guilty. If we say that, we will also look guilty to many people in this society.; Everyone has something called innate quality. The reality is that no matter how many new norms this society imposes on a man, he cannot shake his inborn nature. Whether one accepts it or not... smirking_face",Non-anti-LGBT+ content,,
1064,While watching my eyes become tears,Non-anti-LGBT+ content,,
490,Black pages….truly cruel….changes are the only thing constant sister….changes are bound to happen….,Non-anti-LGBT+ content,491.0,tam_eng
381,Waiting for tmp Fan's club 😉,Non-anti-LGBT+ content,,
2247,தீரன் kongu தமிழன் really? Any idea what happened to arjunan during panda vanavasam? Any idea how Lord aiyapan history?,Non-anti-LGBT+ content,,
73,Send Siva Siva's number and we can talk on WhatsApp.,Non-anti-LGBT+ content,,
1045,IF LORD SHIVA AND LORD KRISHNA CAN HAVE SEXUAL RELATIONSHIP AND GET A BABY WHY CAN'T HOMOSEXUALITY BE LEGAL IN INDIA,Non-anti-LGBT+ content,,
180,"You are a great pa,,, don’t feel, the Lord be with yours",Non-anti-LGBT+ content,,
724,I am praying for all transgenders​.The   God of Gods having good plans for the transgenders because He created them.                        ,Non-anti-LGBT+ content,,
2567,Super true speech good,Non-anti-LGBT+ content,,
339,The common people who are having fun watching pota bhasan,Non-anti-LGBT+ content,340.0,tam_eng
1712,"This is a welcome verdict. Because people with same-sex attraction are not able to tell their parents, they marry someone of the opposite sex and ruin their lives.",Non-anti-LGBT+ content,,
74,Really great 👌👌👌👌                        ,Non-anti-LGBT+ content,,
2113,Bro! Well Done :),Non-anti-LGBT+ content,,
1133,Correct answer to the question he asks,Non-anti-LGBT+ content,,
1321,Wowww what an amazing speech..really impressed..could understand your feelings..no one can explain more than this...super sissy...,Non-anti-LGBT+ content,,
826,It is news to think about what would have happened if you said a good thing clearly,Non-anti-LGBT+ content,,
241,A beautifully movie. Sensitively portraying  the issues faced by many LGBTQ Indians. Truly heart felt. Thank you for the great piece of work.,Non-anti-LGBT+ content,,
1795,"YouTube is so supportive of this, do you actually behave???",Non-anti-LGBT+ content,,
1403,OMG a bold subject portrayed in such a simple and beautiful way. I could easily relate to Harish and Latif. Latif finally won the war.  Can I hug you for the last time is where my eyes moistened. A great tribute to all the protagonist's who suffered in different ways to get their same sex love pre legalisation of Section 377. One more interesting point is you can convey a strong message of LGBT issue through a film without steamy kisses and body shoving.  Kudos to the whole unit and especially Latif. Good luck for future endeavours,Non-anti-LGBT+ content,,
991,"Brother, why are you crying and why are you upset after spoiling or stealing? You are not responsible for the change of body.",Non-anti-LGBT+ content,,
418,eathalam oru interview                        ,Non-anti-LGBT+ content,,
1079,Happy and peoud to be a gay,Non-anti-LGBT+ content,,
476,Nice philosophical movie Very good                       ,Non-anti-LGBT+ content,,
589,Hey congrats bro,Non-anti-LGBT+ content,,
61,Well done. Good try to support the frds..... Let's all respect.we  are also human.,Non-anti-LGBT+ content,,
770,"As long as there is love, man will continue to live. red_heart",Non-anti-LGBT+ content,,
368,Where do you lift the saree? Dog,Non-anti-LGBT+ content,,
2435,"Hey, are you transsexual? This is just a transsexual",Non-anti-LGBT+ content,,
870,Dangit! I can't understand some most of it xD                        ,Non-anti-LGBT+ content,,
289,We should not make fun of them                        ,Non-anti-LGBT+ content,,
2205,Ethnicity joins ethnicities. You are a thieving boy .That is why you are denying good transgenders.,Non-anti-LGBT+ content,,
859,What about population??? Think about the future                       ,Non-anti-LGBT+ content,,
516,"Wooowww.. I felt Latif's father's dialogue reflects as mine... That's what I said to my mom and friends, when they asked questions.. Now they all accepted me as I am. As mentioned in this movie, will take time for a person to accept you. But no worries, believe in yourself and be yourself.. Nowadays, society changing much better. All is well.                        ",Non-anti-LGBT+ content,,
903,Wright..........story me and my love.......manju  paramesh......4 years love                        ,Non-anti-LGBT+ content,,
214,Bro clean shave nalla iruku,Non-anti-LGBT+ content,,
2524,Karthik C excellent English!!!,Non-anti-LGBT+ content,,
1757,"Good job! Have create time,!!",Non-anti-LGBT+ content,,
71,Like the pro,Non-anti-LGBT+ content,,
840,"I won't see her the same way I see other girls because every girl is different but if u mean by attractiveness, every girl different based on their appearance ryt? Also few years ago intercaste marriages we're only happening in movies remember that time?? So the problem is with the society which comprises of u and me so if u and me start to change society will change.",Non-anti-LGBT+ content,,
552,U are such a Bold I like ur way of speech,Non-anti-LGBT+ content,,
593,"AR  yes brother, tell me what?",Non-anti-LGBT+ content,,
1517,That fly brother...,Non-anti-LGBT+ content,,
207,Wonderful messages to the people who don’t understand your feelings. People need to change. Treat all human being a equally. Government should helps you all and give a jobs. You look very beautiful.,Non-anti-LGBT+ content,,
385,Bro make me cry,Non-anti-LGBT+ content,,
345,Babu G ,Non-anti-LGBT+ content,,
819,Bro plz explain  about Egyptian culturs how  they  lived  all plz 😃😃😃😉😉😃😃😁😁,Non-anti-LGBT+ content,,
722,"Beautiful talker, will your speech be beautiful?",Non-anti-LGBT+ content,,
2221,Liability not liability,Non-anti-LGBT+ content,,
558,5:14 the way she winked😍,Non-anti-LGBT+ content,,
835,hindi films should learn from south directors and producers                        ,Non-anti-LGBT+ content,,
237,we haven't uploaded this vdo with an  intention to hurt anyone...sorry bro if you have taken tis seriously ....we r just asking their opinion.....thanks for watching our vdo and comment♥️                        ,Non-anti-LGBT+ content,,
345,Super Anna heart_suit heart_suit heart_suit,Non-anti-LGBT+ content,346.0,tam_eng
2321,I feel like homosexuality is just a form of evolution. In early days people were attracted to overweight people because of malnutrition. Now it's the reverse because of excessive obesity. Just like that due to overpopulation few people are sexually attracted to people of the same gender.,Non-anti-LGBT+ content,,
266,"Even I am straight I support this, we have to treat all as humans",Non-anti-LGBT+ content,,
376,This 💯 person correct,Non-anti-LGBT+ content,,
1267,Which movie is she acted. Very beautiful😍,Non-anti-LGBT+ content,,
790,Really  akka and Anna your are a great people,Non-anti-LGBT+ content,,
781,She has a great heart                        ,Non-anti-LGBT+ content,,
102,society ll change...,Non-anti-LGBT+ content,,
2675,"10:03 that moment when he said ENNAIYA porutha alavuku ,,,,, proved he is pakka Madurai....just a guess😉",Non-anti-LGBT+ content,,
570,Red_heart red_heart red_heart the way you bring out this feeling,Non-anti-LGBT+ content,571.0,tam_eng
1064,kuladeep mv  See you all.A Genmama.Shame .Pain Shame.Shame on you. face_savoring_food ogre face_savoring_food,Non-anti-LGBT+ content,,
643,What was that boy and girl story inbetweeen about?                        ,Non-anti-LGBT+ content,,
2117,"Raju Raju Which city are you from? I am Trichy. We will go to the District Collectorate to buy. Through your grace, oru3 transgenders will get government assistance.",Non-anti-LGBT+ content,,
6,99% tamilans cant understand r accept it because they have no knowledge about it I feel petty for all homosexuality who are from tamil nadu its not a safe place for them.                        ,Non-anti-LGBT+ content,,
2498,Inferior thinking. Court order not to do PrankShow.,Non-anti-LGBT+ content,,
952,No comments... simply waste...                        ,Non-anti-LGBT+ content,,
2372,Such a great initiative! So awesome!,Non-anti-LGBT+ content,,
477,"Corona, yasss all come because of people like you",Non-anti-LGBT+ content,,
725,Mukha Bawanai Aramut Namba Best wishes for acting film_projector film_projector winking_face_with_tongue winking_face_with_tongue winking_face_with_tongue,Non-anti-LGBT+ content,,
1177,Put song 2 soon,Non-anti-LGBT+ content,,
2390,Individual rights are important..,Non-anti-LGBT+ content,,
2669,She is so respectful and caring,Non-anti-LGBT+ content,,
80,We broke up and compared life,Non-anti-LGBT+ content,80.0,tam_eng
2223,Really super Akka🤲🤲🤲god bless you,Non-anti-LGBT+ content,,
2789,Malini mam super speech I am a stright but I support homosexual community ... all ltbt community pepole don't feel about them we live our life for as only don't brought them ......,Non-anti-LGBT+ content,,
2546,Everything is artificial,Non-anti-LGBT+ content,,
2486,I felt really happy after watching this film. Really an eye opener for all the parents and also to the society. Not sure how far will the impact be but any change requires a start. This is a wonderful start. Worth spending 55 minutes of my day.,Non-anti-LGBT+ content,,
302,Transgender people are usually deceived and their motherly expressions of love are wonderful,Non-anti-LGBT+ content,,
254,This is not human...,Non-anti-LGBT+ content,,
754,Penguin S aiyo ...he changed his opinion about lgbt..not changing him ..                       ,Non-anti-LGBT+ content,,
1192,"Who r all here 2 to see d Tamil version of Harry potter....,😒",Non-anti-LGBT+ content,,
235,Kaviya Kalaivani This is how kekura manasirke enna fitha warakum this is god hundred_points smiling_face_with_heart-eyes red_heart,Non-anti-LGBT+ content,,
1419,"Hey guys, your YouTube channel was just making you laugh and laugh, but suddenly you are watching part-2 of it, somehow make you laugh like a bust.",Non-anti-LGBT+ content,,
25,All the best....🤗🤗Live & enjoy ur life with u loved one                        ,Non-anti-LGBT+ content,,
123,So what abt.it???🥴,Non-anti-LGBT+ content,,
1004,I am proud to be an entertainer.,Non-anti-LGBT+ content,,
1619,She is beautiful,Non-anti-LGBT+ content,,
2978,"A sophisticated yet forthright film that shines the spotlight on homosexuals in India and their struggle for basic human rights. It is uplifting and hopeful to watch the young protagonist Latif confidently and respectfully challenge cultural norms and attitudes in India. A powerful film that should nudge us towards a better understanding of sexual diversity in nature and acknowledgement of the sexual spectrum in humans. A film that empowers young adults to advocate for themselves – congratulations on winning the Best Themed Feature Length Movie Award at the  Chennai Rainbow Film Festival – 2015! Kudos to the young actors, musician K. Gautam and writer/director Mani Shankar Iyer for their groundbreaking work!",Non-anti-LGBT+ content,,
838,Nice ur service people help                        ,Non-anti-LGBT+ content,,
825,Heart touching video,Non-anti-LGBT+ content,,
1651,Pls don't make like this kind of prank pls pls 🙏,Non-anti-LGBT+ content,,
500,Tears in eyes 😭,Non-anti-LGBT+ content,,
597,"Srithar Sri, there is nothing wrong with this brother, it is a hormonal disorder in the body",Non-anti-LGBT+ content,598.0,tam_eng
129,Transgenders have a good heart...these women don't have it.,Non-anti-LGBT+ content,,
1501,Even killing is biological. Can we be okay with it ?,Non-anti-LGBT+ content,,
783,Not smiling..,Non-anti-LGBT+ content,786.0,tam_eng
621,is it necessary to interview these kinds of people???..nonsense..feels disgusting                        ,Non-anti-LGBT+ content,,
1880,Stupid just try to understand science and other feeling and comment.don't apply your foolish thought.,Non-anti-LGBT+ content,,
1564,Senthamil is dirty Tamil. Beeja Oli Tamil is the first Tamil,Non-anti-LGBT+ content,,
2592,I am waiting bro,Non-anti-LGBT+ content,,
2155,any malini fans here  ✌,Non-anti-LGBT+ content,,
4,Jeevanathi Priyan hi,Non-anti-LGBT+ content,,
3008,God giving different life  for everyone  but some time happy some time bad,Non-anti-LGBT+ content,,
246,"This movie looks kinda westernize,personally i like magizhvan short film by Mani Shankar Iyer it was better than this movie",Non-anti-LGBT+ content,,
31,I mean...there was an attempt?? Meanwhile I'm marveling at the pretty skin.                        ,Non-anti-LGBT+ content,,
1819,"vasim asaraf Dont think that I support particular religion. i dont support any religion. All are against women. As u said vedas also do that. yes now u came to the point. why this society want to know who is the father? Is it related to culture or some other thing. I will tell you. Actually its the man who wants know that the child is his son. Why he wants to know? Because he wants his property to go to his child after his death. Then wt should be done for it?  Then woman should be with only one man then only man will know that kids born from her belong to him. So like this only karpu , virginity or chastity label was put on women. And these things dont  apply for men.",Non-anti-LGBT+ content,,
489,"i am not homosexual but my opinion is, let them do what they want.......who are we to stop them.......if they want to  be homosexual (not a prob for me at all)  if they dont want to be homosexual (no prob fore me at all)......if they are happy with it, then let them be it.",Non-anti-LGBT+ content,,
157,You are right bro...👍👍👍,Non-anti-LGBT+ content,,
1878,"Those who said it shoul be between male and female, they only think about sex... i have friends from LGBT, they are much more compassionate and kead a good life ... just let them live their life...",Non-anti-LGBT+ content,,
791,Accept my big respect,Non-anti-LGBT+ content,,
1253,It will take time to see the changes in the society regarding gay but we have to think from parents side how hard it is to know that their son is a gay also they will thought shame in brought up the child as gay in society unknowingly they can't digest this because of  lack of awarness this kind of movie should be created before itself to create awarness.,Non-anti-LGBT+ content,,
2691,"A bear was chasing a rabbit and the rabbit was very successful at evading the pursuit, God appeared before them granted them 3 wishes each. The bear went first and wished for him to be most handsom bear in world. The rabbit wished for a mortor bike. The bear was confused, and wished for the second time that he must be the only male bear in the world. The rabbit wished for an helmet the second time. The bear was very puzzeled this time and started to mock the rabbit how stupid he is for wasting all wishes for trivial  things he doesnt need. Then the bear wished for the final time that all femal bear in world to be in his proximity. The rabbit finally wished I wish this bear to become Gay and hopped onto the bike wearing the helmet and scooted away.; ; btw this video is gay!!",Non-anti-LGBT+ content,,
1772,"I echo the thoughts of many viewers here - just can't happen in real life; not in TN at the moment. It was a superb movie, though",Non-anti-LGBT+ content,,
670,Don't prank with their feelings... She had a good heart,Non-anti-LGBT+ content,,
2098,Who is she??,Non-anti-LGBT+ content,,
417,We can buy it,Non-anti-LGBT+ content,,
306,mk0525 0525 Tamil Illama India man_shrugging,Non-anti-LGBT+ content,,
1571,Love from a friend is immeasurable and should be kept secret till the end Good morning,Non-anti-LGBT+ content,,
1888,That transgender sister's mind is God.....,Non-anti-LGBT+ content,,
253,Reaching 1M views,Non-anti-LGBT+ content,,
2318,Semma acting bro 😂... Nice social concept too.... Doing good awareness to society.,Non-anti-LGBT+ content,,
14,"I have not watched 50 movies, but I nearly watched this documentary 50 times 🤩💝🌈",Non-anti-LGBT+ content,,
1196,"Tell me what you asked, I don't understand, please speak",Non-anti-LGBT+ content,,
1470,That sister has my love past affection.,Non-anti-LGBT+ content,,
666,Muhammad Azeem.S.H  I'm very much minding my language and business but someone's got opinions which they express and use that to hurt others.guess who?? Also I've read the results of those researches. And no research is exactly complete other than some which are born out of cruelty. Research studies aren't even complete fr diabetes and hypertension do u prevent ppl from taking drugs fr them? Or do u mind ur own business?                        ,Non-anti-LGBT+ content,,
720,Awesome real 1..gud try..🙂,Non-anti-LGBT+ content,,
2438,My thanks and salutations for your great performance and any effort you made me cry loudly_crying_face loudly_crying_face,Non-anti-LGBT+ content,,
1173,She is beautiful,Non-anti-LGBT+ content,,
1083,bold speech MG,Non-anti-LGBT+ content,,
2147,"Where there is love, God is merciful to transgender relationships",Non-anti-LGBT+ content,,
2703,Really is she transgender?? She is so cute.. having beautiful smile ..,Non-anti-LGBT+ content,,
293,Speech Semma u r the intelligent....,Non-anti-LGBT+ content,,
885,"ashok kumar  pls. Share your contact details, I will call you.",Non-anti-LGBT+ content,,
995,Don't spread fake facts.,Non-anti-LGBT+ content,,
2345,Dei you guys are making fun of gay people 😂 but in reality all of you guys look like gay orgies! 🤦🤦🤦🤦🤦 Thirunthungada 🤣,Non-anti-LGBT+ content,,
2989,She is so beautiful who accept this? Give like 😊,Non-anti-LGBT+ content,,
596,Really great bro🙏🙏🙏,Non-anti-LGBT+ content,,
2047,"Somehow, everyone here looks like Uttam, and they are disgraced",Non-anti-LGBT+ content,,
1785,You are what you say,Non-anti-LGBT+ content,,
2318,"Candy Hearts That's why no one lives life with so many diseases and mental burdens from 500 rupees daily wage to more than 50,000 rupees per month; Carrying!",Non-anti-LGBT+ content,,
812,"Great explanation heard in Tamil. The reason for the biggest opposition is that sex is only aimed at procreation, and the fear that political and religious forces will decrease if the race does not increase. Insecurity of losing famil/population and power is the main reason for opposition here..",Non-anti-LGBT+ content,816.0,tam_eng
2131,Excellent 👌 speach.,Non-anti-LGBT+ content,,
193,"Ha ha ha... Super! Western world ...; A little about it...; Destroying the indigenous people of the American territory, the United States of America destroyed the Australian aborigines and destroyed the entire territory of Australia for petroleum; From market, medical drugs to fertilizers, pesticides, milk powder,; Sobu,...Google ..Facebook ..nnu ..World Bank Aunga Kaippulla UN Council..Then; Arms trade. foreign investors; And those of us who rely on World Bank loans; For the country and our culture; Very important - Yogi",Non-anti-LGBT+ content,193.0,tam_eng
849,"Sensitive, beautifully underplayed portrayal by all actors - mum, dads, sons, priest, psychiatrist and others. No over the top acting or intrusive sound effects to spoil our enjoyment. For that, a big high-five to Manishankar Iyer. Found myself wiping a surreptitious tear or two.",Non-anti-LGBT+ content,,
953,Bro Vera leval acting bro                        ,Non-anti-LGBT+ content,,
56,She is so so cute                        ,Non-anti-LGBT+ content,,
83,"They are very, very bad. Government should do everything for them first than other people who have money and have bad qualities.",Non-anti-LGBT+ content,83.0,tam_eng
1993,Charulatha Kp  Thank You so much Sister Happy To hear  this words.🤗🤗🤗🤗,Non-anti-LGBT+ content,,
2307,"aneesh cool this is wt my question? If we really know about our culture then y this is happening? why we are not recognizing good things in our culture? Even u might be using soap. Bt I use herbals mostly in my lifestyle. Dont think that I support western lifestyle. Im just against outdated norms. Bring culture in ur lifestyle. Have traditional living bt dont suppress modern thinking. Whole world knows Yoga is from India. Even if they use it, let them use it.  Then world will become more peaceful. Yes it has become business I agree. We should regulate it.",Non-anti-LGBT+ content,,
338,surgery,Non-anti-LGBT+ content,339.0,tam_eng
57,Catherine.. where are they from....tirukoilur..,Non-anti-LGBT+ content,,
88,Acting well...I feel a little angry...think of something else...nothing else to say...how angry I get when I see real transsexuals!,Non-anti-LGBT+ content,,
2990,"Wonderful Short video....keep it up.  Before gay....comes a very big 'gray' ! Most people live in this gray area and it is kept hidden. In reality there is no regular or normal.  90% so called straight people have some same-sex experiences or in a repressed society, at least have same sex desires or thoughts. Ask yourself honestly and the answer will be yes.       So who is anybody to decide that people cannot think straight..........everybody should first mind their own business and see that they are not abusive in their own relationships in life.  GAY or Straight, manushalla vazha vidunga!",Non-anti-LGBT+ content,,
2311,Only Jesus Christ is the first in the world to become our family and elevate one of your community to become a pastor in church church latin_cross. So believe in Jesus.,Non-anti-LGBT+ content,,
921,"Sister, we provide work. But transgender does not.",Non-anti-LGBT+ content,,
982,Worst thirunangai idiot che go way                        ,Non-anti-LGBT+ content,,
207,"I am the cinematographer of this movie, thanks for your review folded_hands_light_skin_tone smiling_face_with_smiling_eyes",Non-anti-LGBT+ content,,
614,"What's the concept of this Vitoda Mappli Naa father and mother need a man to look after them winking_face winking_face If a boy is in their house, no one will look for a Vittoda Mapplila rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing",Non-anti-LGBT+ content,615.0,tam_eng
643,Thanks a lot (ending),Non-anti-LGBT+ content,,
4,world is becoming bad day by day....,Non-anti-LGBT+ content,,
464,Bro part 2 waiting bro ❤️👍👍                        ,Non-anti-LGBT+ content,,
2520,I bow to us.,Non-anti-LGBT+ content,,
2898,Nalla muyarchi....,Non-anti-LGBT+ content,,
2492,But last sence help panniya great do this concept,Non-anti-LGBT+ content,,
197,Put song 2 soon,Non-anti-LGBT+ content,,
66,Which town is Siva Siva?,Non-anti-LGBT+ content,66.0,tam_eng
716,This movie is my life                        ,Non-anti-LGBT+ content,,
285,"If so, let me know",Non-anti-LGBT+ content,285.0,tam_eng
2487,Shuvethigah Antony Suvendrasooriyar  you are right,Non-anti-LGBT+ content,,
392,What happened next  to his mum,Non-anti-LGBT+ content,,
686,So you accept a your mom or sister to have lesbian in your house.,Non-anti-LGBT+ content,,
309,Vitality...,Non-anti-LGBT+ content,,
2742,Thank you for talking about this topic,Non-anti-LGBT+ content,,
355,I was actually searching for what he said  transgender until I heard her voice. She honestly doesn't look like that tho.. Even some girls have deep voice too❤️ She's beautiful.,Non-anti-LGBT+ content,,
273,Awesome Anna and great salute to you all,Non-anti-LGBT+ content,,
449,"Title should have been alghan Latif good actor,good voice! I love him!",Non-anti-LGBT+ content,,
79,Your mobile,Non-anti-LGBT+ content,,
1461,Even men also facing lots of trouble when walking in late night. Even Murders are happen just for Money. But the society never cares about that. It only cares when it happen to a woman .,Non-anti-LGBT+ content,,
118,Soumya Narayan,Non-anti-LGBT+ content,118.0,tam_eng
595,Understand that animals also have self-consciousness. Infertile sperm and egg donors are often gay men. Why such a hatred for them?,Non-anti-LGBT+ content,,
652,Good...nice true lovers,Non-anti-LGBT+ content,,
1767,Nice lovers 👬💓💓💓💓💓💓,Non-anti-LGBT+ content,,
2141,Visuvanathan swamynathan  sure we should not depend on others if we are independent none will touch us or will not able to talk anything towards us 🙂,Non-anti-LGBT+ content,,
382,m.v.rajesh kumar Kumar you are relating sexuality and sexual abuse ... both are two different things..                        ,Non-anti-LGBT+ content,,
3106,Bro may I know your name please?,Non-anti-LGBT+ content,,
212,Hey dog adhiq cannot you talk to her like how you used to talk with other heroines? Biased fellow,Non-anti-LGBT+ content,,
292,That's good girl,Non-anti-LGBT+ content,,
790,Fables movie mind blowing,Non-anti-LGBT+ content,,
583,Only Jesus Christ is the first in the world to become our family and elevate one of your community to become a pastor in church church latin_cross. So believe in Jesus.,Non-anti-LGBT+ content,584.0,tam_eng
977,surgery,Non-anti-LGBT+ content,,
362,Pls make an video on -savant syndrome- it's a awesome topic for autistic persons,Non-anti-LGBT+ content,,
648,Which town sister?,Non-anti-LGBT+ content,650.0,tam_eng
2031,Great explanation. A wise man will understand. A mad man will scold me too,Non-anti-LGBT+ content,,
1558,rocky bhai Madurai,Non-anti-LGBT+ content,,
2923,I respect the sister,Non-anti-LGBT+ content,,
1152,She looks like Nayanthara in her younger days,Non-anti-LGBT+ content,,
297,All the fun-seeing public should come together and beat those ompads,Non-anti-LGBT+ content,,
1666,Nice acting bro,Non-anti-LGBT+ content,,
182,That sister is a human god,Non-anti-LGBT+ content,,
1602,Your father and mother are building,Non-anti-LGBT+ content,,
558,"This is a pre-recorded video, but the news is good news.",Non-anti-LGBT+ content,559.0,tam_eng
1770,Praveen kumar Kaliyuga,Non-anti-LGBT+ content,,
3096,"Bro he is not a Inventer, he re-invented from the help of Vimanika sastra i think so...",Non-anti-LGBT+ content,,
520,"In the same way, the Senchinkan will hate you and start pushing you. Your situation will get worse. Transgender organizations need to fix these people immediately. Otherwise, good transgender people will also suffer more losses. Asking yasakam doesn't give you a job, so they say they are getting yasakam. Using bad words like ""Vada"" is disgusting and condemnable. After this kind of video spreads all over the world, transgender people will start frowning. Your progress will be a question mark. You will not get a house, you will not get a job.",Non-anti-LGBT+ content,,
114,Red_heart red_heart red_heart the way you bring out this feeling,Non-anti-LGBT+ content,,
591,Really weird hate those unhuman man                        ,Non-anti-LGBT+ content,,
32,Pride of TN!,Non-anti-LGBT+ content,,
2959,"don't worry. . you will be alright soon.. if you have so much worries,  u will think God constantly n you won't hurt others.. you are blessed 😊👍",Non-anti-LGBT+ content,,
2133,bro Vera level bro I like you too much bro I need your phone number please just I want to talk to with you your tone is very nice,Non-anti-LGBT+ content,,
288,Supper thalaiva vera level,Non-anti-LGBT+ content,,
76,Just because it's made legal doesn't mean that it's right                        ,Non-anti-LGBT+ content,,
79,"Don't worry about the middle man who doesn't smile.. My son, you are the only one who is smiling. That mother face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy",Non-anti-LGBT+ content,79.0,tam_eng
597,Fix the hormone in the body immediately... live a prosperous life,Non-anti-LGBT+ content,,
123,Nice dude OK_hand,Non-anti-LGBT+ content,123.0,tam_eng
597,Ashiqu un interview laye idhu dhan ya best.. what a lovable character she is♥️♥️                        ,Non-anti-LGBT+ content,,
191,My name ramesh my number WhatsApp,Non-anti-LGBT+ content,,
